Time,Time (ms),Time (delay corrected), C, R, AVG,Baseline corrected
0.6495,649.5,634.5,6.16E-07,2.54E-07,4.34E-07,1.91E-06
0.6496,649.6,634.6,6.13E-07,2.40E-07,4.25E-07,1.90E-06
0.6497,649.7,634.7,6.10E-07,2.31E-07,4.19E-07,1.90E-06
0.6498,649.8,634.8,6.10E-07,2.30E-07,4.19E-07,1.90E-06
0.6499,649.9,634.9,6.06E-07,2.33E-07,4.18E-07,1.90E-06
0.65,650,635,5.96E-07,2.34E-07,4.14E-07,1.89E-06
0.6501,650.1,635.1,5.89E-07,2.42E-07,4.14E-07,1.89E-06
0.6502,650.2,635.2,5.97E-07,2.46E-07,4.21E-07,1.90E-06
0.6503,650.3,635.3,6.10E-07,2.51E-07,4.30E-07,1.91E-06
0.6504,650.4,635.4,6.18E-07,2.59E-07,4.38E-07,1.92E-06
0.6505,650.5,635.5,6.12E-07,2.72E-07,4.41E-07,1.92E-06
0.6506,650.6,635.6,6.02E-07,2.82E-07,4.41E-07,1.92E-06
0.6507,650.7,635.7,5.92E-07,2.88E-07,4.39E-07,1.92E-06
0.6508,650.8,635.8,5.89E-07,3.05E-07,4.46E-07,1.92E-06
0.6509,650.9,635.9,5.82E-07,3.23E-07,4.52E-07,1.93E-06
0.651,651,636,5.83E-07,3.34E-07,4.58E-07,1.94E-06
0.6511,651.1,636.1,5.89E-07,3.38E-07,4.63E-07,1.94E-06
0.6512,651.2,636.2,6.00E-07,3.43E-07,4.71E-07,1.95E-06
0.6513,651.3,636.3,6.05E-07,3.62E-07,4.83E-07,1.96E-06
0.6514,651.4,636.4,6.17E-07,3.81E-07,4.99E-07,1.98E-06
0.6515,651.5,636.5,6.23E-07,3.97E-07,5.10E-07,1.99E-06
0.6516,651.6,636.6,6.18E-07,4.13E-07,5.15E-07,1.99E-06
0.6517,651.7,636.7,6.00E-07,4.33E-07,5.16E-07,1.99E-06
0.6518,651.8,636.8,5.82E-07,4.53E-07,5.17E-07,1.99E-06
0.6519,651.9,636.9,5.82E-07,4.65E-07,5.23E-07,2.00E-06
0.652,652,637,5.91E-07,4.73E-07,5.31E-07,2.01E-06
0.6521,652.1,637.1,6.19E-07,4.88E-07,5.53E-07,2.03E-06
0.6522,652.2,637.2,6.49E-07,5.22E-07,5.85E-07,2.06E-06
0.6523,652.3,637.3,6.76E-07,5.54E-07,6.15E-07,2.09E-06
0.6524,652.4,637.4,6.95E-07,5.94E-07,6.45E-07,2.12E-06
0.6525,652.5,637.5,7.09E-07,6.12E-07,6.60E-07,2.14E-06
0.6526,652.6,637.6,7.39E-07,6.26E-07,6.82E-07,2.16E-06
0.6527,652.7,637.7,7.67E-07,6.32E-07,6.99E-07,2.18E-06
0.6528,652.8,637.8,7.82E-07,6.47E-07,7.14E-07,2.19E-06
0.6529,652.9,637.9,7.83E-07,6.64E-07,7.23E-07,2.20E-06
0.653,653,638,8.01E-07,6.83E-07,7.41E-07,2.22E-06
0.6531,653.1,638.1,8.33E-07,7.01E-07,7.67E-07,2.24E-06
0.6532,653.2,638.2,8.56E-07,7.17E-07,7.86E-07,2.26E-06
0.6533,653.3,638.3,8.74E-07,7.25E-07,7.99E-07,2.28E-06
0.6534,653.4,638.4,9.01E-07,7.25E-07,8.12E-07,2.29E-06
0.6535,653.5,638.5,9.42E-07,7.22E-07,8.32E-07,2.31E-06
0.6536,653.6,638.6,9.72E-07,7.25E-07,8.48E-07,2.33E-06
0.6537,653.7,638.7,9.85E-07,7.39E-07,8.62E-07,2.34E-06
0.6538,653.8,638.8,9.82E-07,7.48E-07,8.64E-07,2.34E-06
0.6539,653.9,638.9,9.63E-07,7.44E-07,8.53E-07,2.33E-06
0.654,654,639,9.41E-07,7.26E-07,8.33E-07,2.31E-06
0.6541,654.1,639.1,9.25E-07,7.10E-07,8.17E-07,2.29E-06
0.6542,654.2,639.2,9.23E-07,7.11E-07,8.16E-07,2.29E-06
0.6543,654.3,639.3,9.19E-07,7.15E-07,8.17E-07,2.29E-06
0.6544,654.4,639.4,9.07E-07,7.13E-07,8.09E-07,2.29E-06
0.6545,654.5,639.5,8.88E-07,6.92E-07,7.89E-07,2.27E-06
0.6546,654.6,639.6,8.69E-07,6.75E-07,7.72E-07,2.25E-06
0.6547,654.7,639.7,8.69E-07,6.66E-07,7.67E-07,2.24E-06
0.6548,654.8,639.8,8.80E-07,6.53E-07,7.66E-07,2.24E-06
0.6549,654.9,639.9,8.89E-07,6.30E-07,7.59E-07,2.24E-06
0.655,655,640,8.85E-07,5.98E-07,7.41E-07,2.22E-06
0.6551,655.1,640.1,8.85E-07,5.69E-07,7.26E-07,2.20E-06
0.6552,655.2,640.2,9.03E-07,5.44E-07,7.23E-07,2.20E-06
0.6553,655.3,640.3,9.25E-07,5.28E-07,7.25E-07,2.20E-06
0.6554,655.4,640.4,9.35E-07,5.17E-07,7.25E-07,2.20E-06
0.6555,655.5,640.5,9.32E-07,5.06E-07,7.18E-07,2.20E-06
0.6556,655.6,640.6,9.27E-07,4.89E-07,7.06E-07,2.18E-06
0.6557,655.7,640.7,9.30E-07,4.78E-07,7.02E-07,2.18E-06
0.6558,655.8,640.8,9.27E-07,4.65E-07,6.95E-07,2.17E-06
0.6559,655.9,640.9,9.24E-07,4.57E-07,6.89E-07,2.17E-06
0.656,656,641,9.12E-07,4.48E-07,6.78E-07,2.16E-06
0.6561,656.1,641.1,8.97E-07,4.50E-07,6.72E-07,2.15E-06
0.6562,656.2,641.2,8.84E-07,4.61E-07,6.71E-07,2.15E-06
0.6563,656.3,641.3,8.70E-07,4.70E-07,6.69E-07,2.15E-06
0.6564,656.4,641.4,8.49E-07,4.69E-07,6.58E-07,2.14E-06
0.6565,656.5,641.5,8.36E-07,4.58E-07,6.46E-07,2.12E-06
0.6566,656.6,641.6,8.40E-07,4.48E-07,6.43E-07,2.12E-06
0.6567,656.7,641.7,8.60E-07,4.49E-07,6.54E-07,2.13E-06
0.6568,656.8,641.8,8.75E-07,4.53E-07,6.63E-07,2.14E-06
0.6569,656.9,641.9,8.75E-07,4.52E-07,6.62E-07,2.14E-06
0.657,657,642,8.75E-07,4.46E-07,6.59E-07,2.14E-06
0.6571,657.1,642.1,8.77E-07,4.40E-07,6.57E-07,2.13E-06
0.6572,657.2,642.2,8.71E-07,4.38E-07,6.53E-07,2.13E-06
0.6573,657.3,642.3,8.59E-07,4.35E-07,6.46E-07,2.12E-06
0.6574,657.4,642.4,8.31E-07,4.37E-07,6.33E-07,2.11E-06
0.6575,657.5,642.5,8.04E-07,4.41E-07,6.21E-07,2.10E-06
0.6576,657.6,642.6,7.73E-07,4.52E-07,6.12E-07,2.09E-06
0.6577,657.7,642.7,7.42E-07,4.57E-07,5.99E-07,2.08E-06
0.6578,657.8,642.8,7.10E-07,4.58E-07,5.83E-07,2.06E-06
0.6579,657.9,642.9,6.73E-07,4.58E-07,5.65E-07,2.04E-06
0.658,658,643,6.39E-07,4.67E-07,5.52E-07,2.03E-06
0.6581,658.1,643.1,5.92E-07,4.83E-07,5.37E-07,2.01E-06
0.6582,658.2,643.2,5.43E-07,4.96E-07,5.19E-07,2.00E-06
0.6583,658.3,643.3,5.04E-07,4.94E-07,4.99E-07,1.98E-06
0.6584,658.4,643.4,4.70E-07,4.81E-07,4.76E-07,1.95E-06
0.6585,658.5,643.5,4.37E-07,4.59E-07,4.48E-07,1.93E-06
0.6586,658.6,643.6,4.04E-07,4.44E-07,4.24E-07,1.90E-06
0.6587,658.7,643.7,3.79E-07,4.46E-07,4.13E-07,1.89E-06
0.6588,658.8,643.8,3.59E-07,4.56E-07,4.08E-07,1.89E-06
0.6589,658.9,643.9,3.23E-07,4.68E-07,3.96E-07,1.87E-06
0.659,659,644,2.89E-07,4.64E-07,3.77E-07,1.85E-06
0.6591,659.1,644.1,2.83E-07,4.46E-07,3.65E-07,1.84E-06
0.6592,659.2,644.2,2.95E-07,4.16E-07,3.56E-07,1.83E-06
0.6593,659.3,644.3,2.96E-07,3.91E-07,3.44E-07,1.82E-06
0.6594,659.4,644.4,2.77E-07,3.77E-07,3.27E-07,1.80E-06
0.6595,659.5,644.5,2.50E-07,3.82E-07,3.17E-07,1.79E-06
0.6596,659.6,644.6,2.32E-07,3.89E-07,3.11E-07,1.79E-06
0.6597,659.7,644.7,2.14E-07,3.99E-07,3.07E-07,1.78E-06
0.6598,659.8,644.8,2.02E-07,4.00E-07,3.02E-07,1.78E-06
0.6599,659.9,644.9,2.09E-07,4.02E-07,3.06E-07,1.78E-06
0.66,660,645,2.02E-07,4.03E-07,3.03E-07,1.78E-06
0.6601,660.1,645.1,1.69E-07,4.09E-07,2.90E-07,1.77E-06
0.6602,660.2,645.2,1.23E-07,4.12E-07,2.68E-07,1.75E-06
0.6603,660.3,645.3,8.72E-08,4.22E-07,2.55E-07,1.73E-06
0.6604,660.4,645.4,5.58E-08,4.26E-07,2.42E-07,1.72E-06
0.6605,660.5,645.5,1.97E-08,4.32E-07,2.27E-07,1.70E-06
0.6606,660.6,645.6,-1.99E-08,4.40E-07,2.12E-07,1.69E-06
0.6607,660.7,645.7,-3.79E-08,4.53E-07,2.09E-07,1.69E-06
0.6608,660.8,645.8,-3.92E-08,4.57E-07,2.11E-07,1.69E-06
0.6609,660.9,645.9,-4.38E-08,4.38E-07,1.99E-07,1.68E-06
0.661,661,646,-5.24E-08,4.20E-07,1.85E-07,1.66E-06
0.6611,661.1,646.1,-5.25E-08,3.98E-07,1.74E-07,1.65E-06
0.6612,661.2,646.2,-3.19E-08,3.86E-07,1.78E-07,1.66E-06
0.6613,661.3,646.3,-8.72E-09,3.71E-07,1.82E-07,1.66E-06
0.6614,661.4,646.4,6.47E-09,3.62E-07,1.85E-07,1.66E-06
0.6615,661.5,646.5,1.03E-08,3.49E-07,1.81E-07,1.66E-06
0.6616,661.6,646.6,1.58E-08,3.35E-07,1.76E-07,1.65E-06
0.6617,661.7,646.7,1.02E-08,3.28E-07,1.70E-07,1.65E-06
0.6618,661.8,646.8,8.31E-09,3.28E-07,1.69E-07,1.65E-06
0.6619,661.9,646.9,1.79E-08,3.31E-07,1.75E-07,1.65E-06
0.662,662,647,3.64E-08,3.39E-07,1.89E-07,1.67E-06
0.6621,662.1,647.1,5.12E-08,3.46E-07,2.00E-07,1.68E-06
0.6622,662.2,647.2,4.56E-08,3.56E-07,2.02E-07,1.68E-06
0.6623,662.3,647.3,5.03E-08,3.60E-07,2.06E-07,1.68E-06
0.6624,662.4,647.4,7.41E-08,3.60E-07,2.18E-07,1.70E-06
0.6625,662.5,647.5,1.09E-07,3.49E-07,2.30E-07,1.71E-06
0.6626,662.6,647.6,1.35E-07,3.34E-07,2.35E-07,1.71E-06
0.6627,662.7,647.7,1.37E-07,3.37E-07,2.38E-07,1.72E-06
0.6628,662.8,647.8,1.34E-07,3.66E-07,2.51E-07,1.73E-06
0.6629,662.9,647.9,1.42E-07,3.93E-07,2.68E-07,1.75E-06
0.663,663,648,1.61E-07,4.01E-07,2.82E-07,1.76E-06
0.6631,663.1,648.1,1.85E-07,4.02E-07,2.94E-07,1.77E-06
0.6632,663.2,648.2,2.02E-07,4.29E-07,3.16E-07,1.79E-06
0.6633,663.3,648.3,2.28E-07,4.66E-07,3.48E-07,1.83E-06
0.6634,663.4,648.4,2.54E-07,4.75E-07,3.65E-07,1.84E-06
0.6635,663.5,648.5,2.80E-07,4.48E-07,3.64E-07,1.84E-06
0.6636,663.6,648.6,3.09E-07,4.17E-07,3.63E-07,1.84E-06
0.6637,663.7,648.7,3.49E-07,4.10E-07,3.80E-07,1.86E-06
0.6638,663.8,648.8,3.88E-07,4.20E-07,4.04E-07,1.88E-06
0.6639,663.9,648.9,4.24E-07,4.36E-07,4.30E-07,1.91E-06
0.664,664,649,4.45E-07,4.53E-07,4.49E-07,1.93E-06
0.6641,664.1,649.1,4.66E-07,4.70E-07,4.68E-07,1.95E-06
0.6642,664.2,649.2,4.77E-07,4.80E-07,4.79E-07,1.96E-06
0.6643,664.3,649.3,4.84E-07,4.91E-07,4.87E-07,1.97E-06
0.6644,664.4,649.4,4.84E-07,4.98E-07,4.91E-07,1.97E-06
0.6645,664.5,649.5,4.87E-07,5.02E-07,4.94E-07,1.97E-06
0.6646,664.6,649.6,5.13E-07,4.93E-07,5.03E-07,1.98E-06
0.6647,664.7,649.7,5.38E-07,4.69E-07,5.03E-07,1.98E-06
0.6648,664.8,649.8,5.53E-07,4.56E-07,5.04E-07,1.98E-06
0.6649,664.9,649.9,5.48E-07,4.57E-07,5.02E-07,1.98E-06
0.665,665,650,5.47E-07,4.67E-07,5.07E-07,1.98E-06
0.6651,665.1,650.1,5.40E-07,4.76E-07,5.08E-07,1.99E-06
0.6652,665.2,650.2,5.28E-07,4.91E-07,5.10E-07,1.99E-06
0.6653,665.3,650.3,5.09E-07,5.11E-07,5.10E-07,1.99E-06
0.6654,665.4,650.4,4.89E-07,5.21E-07,5.05E-07,1.98E-06
0.6655,665.5,650.5,4.75E-07,5.18E-07,4.97E-07,1.97E-06
0.6656,665.6,650.6,4.78E-07,5.18E-07,4.98E-07,1.98E-06
0.6657,665.7,650.7,4.89E-07,5.25E-07,5.07E-07,1.98E-06
0.6658,665.8,650.8,4.84E-07,5.33E-07,5.09E-07,1.99E-06
0.6659,665.9,650.9,4.70E-07,5.36E-07,5.03E-07,1.98E-06
0.666,666,651,4.53E-07,5.23E-07,4.88E-07,1.97E-06
0.6661,666.1,651.1,4.36E-07,5.12E-07,4.74E-07,1.95E-06
0.6662,666.2,651.2,4.14E-07,5.16E-07,4.66E-07,1.94E-06
0.6663,666.3,651.3,4.01E-07,5.34E-07,4.68E-07,1.95E-06
0.6664,666.4,651.4,3.97E-07,5.51E-07,4.75E-07,1.95E-06
0.6665,666.5,651.5,3.87E-07,5.46E-07,4.67E-07,1.94E-06
0.6666,666.6,651.6,3.76E-07,5.33E-07,4.55E-07,1.93E-06
0.6667,666.7,651.7,3.79E-07,5.29E-07,4.54E-07,1.93E-06
0.6668,666.8,651.8,3.90E-07,5.43E-07,4.67E-07,1.94E-06
0.6669,666.9,651.9,3.98E-07,5.65E-07,4.82E-07,1.96E-06
0.667,667,652,4.07E-07,5.82E-07,4.95E-07,1.97E-06
0.6671,667.1,652.1,4.19E-07,5.94E-07,5.07E-07,1.98E-06
0.6672,667.2,652.2,4.21E-07,5.98E-07,5.10E-07,1.99E-06
0.6673,667.3,652.3,4.11E-07,6.01E-07,5.07E-07,1.98E-06
0.6674,667.4,652.4,3.90E-07,6.00E-07,4.96E-07,1.97E-06
0.6675,667.5,652.5,3.79E-07,6.05E-07,4.93E-07,1.97E-06
0.6676,667.6,652.6,3.69E-07,6.17E-07,4.94E-07,1.97E-06
0.6677,667.7,652.7,3.55E-07,6.43E-07,5.00E-07,1.98E-06
0.6678,667.8,652.8,3.41E-07,6.77E-07,5.10E-07,1.99E-06
0.6679,667.9,652.9,3.35E-07,7.06E-07,5.22E-07,2.00E-06
0.668,668,653,3.50E-07,7.24E-07,5.38E-07,2.02E-06
0.6681,668.1,653.1,3.64E-07,7.27E-07,5.47E-07,2.02E-06
0.6682,668.2,653.2,3.75E-07,7.27E-07,5.52E-07,2.03E-06
0.6683,668.3,653.3,3.70E-07,7.40E-07,5.56E-07,2.03E-06
0.6684,668.4,653.4,3.49E-07,7.56E-07,5.54E-07,2.03E-06
0.6685,668.5,653.5,3.28E-07,7.64E-07,5.48E-07,2.03E-06
0.6686,668.6,653.6,3.17E-07,7.71E-07,5.45E-07,2.02E-06
0.6687,668.7,653.7,3.05E-07,7.71E-07,5.39E-07,2.02E-06
0.6688,668.8,653.8,2.89E-07,7.62E-07,5.27E-07,2.00E-06
0.6689,668.9,653.9,2.75E-07,7.35E-07,5.06E-07,1.98E-06
0.669,669,654,2.75E-07,7.01E-07,4.89E-07,1.97E-06
0.6691,669.1,654.1,2.79E-07,6.72E-07,4.77E-07,1.95E-06
0.6692,669.2,654.2,2.76E-07,6.60E-07,4.69E-07,1.95E-06
0.6693,669.3,654.3,2.76E-07,6.58E-07,4.68E-07,1.95E-06
0.6694,669.4,654.4,2.88E-07,6.57E-07,4.74E-07,1.95E-06
0.6695,669.5,654.5,3.10E-07,6.37E-07,4.75E-07,1.95E-06
0.6696,669.6,654.6,3.30E-07,6.25E-07,4.78E-07,1.96E-06
0.6697,669.7,654.7,3.48E-07,6.16E-07,4.82E-07,1.96E-06
0.6698,669.8,654.8,3.68E-07,6.15E-07,4.92E-07,1.97E-06
0.6699,669.9,654.9,3.82E-07,6.04E-07,4.94E-07,1.97E-06
0.67,670,655,3.98E-07,5.94E-07,4.97E-07,1.97E-06
0.6701,670.1,655.1,4.17E-07,5.76E-07,4.97E-07,1.97E-06
0.6702,670.2,655.2,4.41E-07,5.45E-07,4.93E-07,1.97E-06
0.6703,670.3,655.3,4.53E-07,5.10E-07,4.82E-07,1.96E-06
0.6704,670.4,655.4,4.50E-07,4.73E-07,4.61E-07,1.94E-06
0.6705,670.5,655.5,4.50E-07,4.35E-07,4.42E-07,1.92E-06
0.6706,670.6,655.6,4.60E-07,3.88E-07,4.24E-07,1.90E-06
0.6707,670.7,655.7,4.82E-07,3.58E-07,4.20E-07,1.90E-06
0.6708,670.8,655.8,5.05E-07,3.38E-07,4.21E-07,1.90E-06
0.6709,670.9,655.9,5.33E-07,3.10E-07,4.21E-07,1.90E-06
0.671,671,656,5.66E-07,2.65E-07,4.15E-07,1.89E-06
0.6711,671.1,656.1,5.86E-07,2.27E-07,4.05E-07,1.88E-06
0.6712,671.2,656.2,5.85E-07,2.07E-07,3.95E-07,1.87E-06
0.6713,671.3,656.3,5.68E-07,2.10E-07,3.88E-07,1.87E-06
0.6714,671.4,656.4,5.60E-07,2.06E-07,3.82E-07,1.86E-06
0.6715,671.5,656.5,5.69E-07,2.06E-07,3.86E-07,1.86E-06
0.6716,671.6,656.6,5.93E-07,2.04E-07,3.97E-07,1.87E-06
0.6717,671.7,656.7,6.27E-07,2.24E-07,4.24E-07,1.90E-06
0.6718,671.8,656.8,6.69E-07,2.49E-07,4.58E-07,1.94E-06
0.6719,671.9,656.9,7.15E-07,2.79E-07,4.95E-07,1.97E-06
0.672,672,657,7.52E-07,2.93E-07,5.21E-07,2.00E-06
0.6721,672.1,657.1,7.69E-07,3.01E-07,5.34E-07,2.01E-06
0.6722,672.2,657.2,7.54E-07,3.05E-07,5.28E-07,2.01E-06
0.6723,672.3,657.3,7.30E-07,3.12E-07,5.20E-07,2.00E-06
0.6724,672.4,657.4,7.07E-07,3.18E-07,5.12E-07,1.99E-06
0.6725,672.5,657.5,6.98E-07,3.37E-07,5.17E-07,1.99E-06
0.6726,672.6,657.6,7.03E-07,3.59E-07,5.30E-07,2.01E-06
0.6727,672.7,657.7,7.10E-07,3.76E-07,5.42E-07,2.02E-06
0.6728,672.8,657.8,7.14E-07,3.80E-07,5.46E-07,2.02E-06
0.6729,672.9,657.9,7.06E-07,3.81E-07,5.43E-07,2.02E-06
0.673,673,658,6.94E-07,3.94E-07,5.43E-07,2.02E-06
0.6731,673.1,658.1,6.82E-07,3.96E-07,5.38E-07,2.02E-06
0.6732,673.2,658.2,6.73E-07,3.98E-07,5.34E-07,2.01E-06
0.6733,673.3,658.3,6.67E-07,4.05E-07,5.35E-07,2.01E-06
0.6734,673.4,658.4,6.65E-07,4.37E-07,5.51E-07,2.03E-06
0.6735,673.5,658.5,6.77E-07,4.97E-07,5.86E-07,2.06E-06
0.6736,673.6,658.6,6.80E-07,5.66E-07,6.23E-07,2.10E-06
0.6737,673.7,658.7,6.71E-07,6.29E-07,6.50E-07,2.13E-06
0.6738,673.8,658.8,6.34E-07,6.62E-07,6.48E-07,2.13E-06
0.6739,673.9,658.9,6.09E-07,6.70E-07,6.40E-07,2.12E-06
0.674,674,659,5.94E-07,6.78E-07,6.36E-07,2.11E-06
0.6741,674.1,659.1,5.86E-07,6.93E-07,6.40E-07,2.12E-06
0.6742,674.2,659.2,5.62E-07,7.19E-07,6.41E-07,2.12E-06
0.6743,674.3,659.3,5.41E-07,7.31E-07,6.36E-07,2.11E-06
0.6744,674.4,659.4,5.34E-07,7.38E-07,6.37E-07,2.11E-06
0.6745,674.5,659.5,5.31E-07,7.39E-07,6.36E-07,2.11E-06
0.6746,674.6,659.6,5.12E-07,7.49E-07,6.31E-07,2.11E-06
0.6747,674.7,659.7,4.67E-07,7.49E-07,6.09E-07,2.09E-06
0.6748,674.8,659.8,4.22E-07,7.48E-07,5.86E-07,2.06E-06
0.6749,674.9,659.9,3.90E-07,7.51E-07,5.72E-07,2.05E-06
0.675,675,660,3.73E-07,7.68E-07,5.72E-07,2.05E-06
0.6751,675.1,660.1,3.44E-07,7.71E-07,5.59E-07,2.04E-06
0.6752,675.2,660.2,3.10E-07,7.48E-07,5.30E-07,2.01E-06
0.6753,675.3,660.3,2.86E-07,7.22E-07,5.05E-07,1.98E-06
0.6754,675.4,660.4,2.88E-07,7.22E-07,5.06E-07,1.98E-06
0.6755,675.5,660.5,2.99E-07,7.53E-07,5.28E-07,2.01E-06
0.6756,675.6,660.6,3.16E-07,7.78E-07,5.48E-07,2.03E-06
0.6757,675.7,660.7,3.20E-07,7.86E-07,5.55E-07,2.03E-06
0.6758,675.8,660.8,3.06E-07,7.85E-07,5.47E-07,2.02E-06
0.6759,675.9,660.9,2.77E-07,7.89E-07,5.34E-07,2.01E-06
0.676,676,661,2.53E-07,7.80E-07,5.18E-07,2.00E-06
0.6761,676.1,661.1,2.42E-07,7.66E-07,5.06E-07,1.98E-06
0.6762,676.2,661.2,2.33E-07,7.53E-07,4.94E-07,1.97E-06
0.6763,676.3,661.3,2.19E-07,7.64E-07,4.93E-07,1.97E-06
0.6764,676.4,661.4,2.01E-07,7.82E-07,4.93E-07,1.97E-06
0.6765,676.5,661.5,1.83E-07,7.89E-07,4.88E-07,1.97E-06
0.6766,676.6,661.6,1.65E-07,7.70E-07,4.69E-07,1.95E-06
0.6767,676.7,661.7,1.50E-07,7.38E-07,4.46E-07,1.92E-06
0.6768,676.8,661.8,1.45E-07,7.09E-07,4.29E-07,1.91E-06
0.6769,676.9,661.9,1.47E-07,6.94E-07,4.22E-07,1.90E-06
0.677,677,662,1.65E-07,6.79E-07,4.24E-07,1.90E-06
0.6771,677.1,662.1,1.78E-07,6.70E-07,4.26E-07,1.90E-06
0.6772,677.2,662.2,1.85E-07,6.72E-07,4.30E-07,1.91E-06
0.6773,677.3,662.3,1.66E-07,6.75E-07,4.22E-07,1.90E-06
0.6774,677.4,662.4,1.34E-07,6.61E-07,3.99E-07,1.88E-06
0.6775,677.5,662.5,1.02E-07,6.31E-07,3.68E-07,1.85E-06
0.6776,677.6,662.6,7.14E-08,5.96E-07,3.35E-07,1.81E-06
0.6777,677.7,662.7,5.03E-08,5.67E-07,3.10E-07,1.79E-06
0.6778,677.8,662.8,2.45E-08,5.50E-07,2.89E-07,1.77E-06
0.6779,677.9,662.9,1.19E-08,5.40E-07,2.78E-07,1.76E-06
0.678,678,663,-6.80E-09,5.36E-07,2.66E-07,1.74E-06
0.6781,678.1,663.1,-2.30E-08,5.37E-07,2.58E-07,1.74E-06
0.6782,678.2,663.2,-3.93E-08,5.47E-07,2.56E-07,1.73E-06
0.6783,678.3,663.3,-3.74E-08,5.51E-07,2.59E-07,1.74E-06
0.6784,678.4,663.4,-1.82E-08,5.56E-07,2.71E-07,1.75E-06
0.6785,678.5,663.5,6.19E-09,5.62E-07,2.86E-07,1.76E-06
0.6786,678.6,663.6,2.53E-08,5.68E-07,2.98E-07,1.78E-06
0.6787,678.7,663.7,3.74E-08,5.67E-07,3.04E-07,1.78E-06
0.6788,678.8,663.8,4.01E-08,5.60E-07,3.02E-07,1.78E-06
0.6789,678.9,663.9,4.30E-08,5.55E-07,3.00E-07,1.78E-06
0.679,679,664,4.77E-08,5.61E-07,3.06E-07,1.78E-06
0.6791,679.1,664.1,5.96E-08,5.86E-07,3.24E-07,1.80E-06
0.6792,679.2,664.2,8.61E-08,6.24E-07,3.57E-07,1.83E-06
0.6793,679.3,664.3,1.13E-07,6.52E-07,3.84E-07,1.86E-06
0.6794,679.4,664.4,1.31E-07,6.61E-07,3.98E-07,1.88E-06
0.6795,679.5,664.5,1.37E-07,6.69E-07,4.04E-07,1.88E-06
0.6796,679.6,664.6,1.39E-07,6.77E-07,4.09E-07,1.89E-06
0.6797,679.7,664.7,1.48E-07,6.90E-07,4.20E-07,1.90E-06
0.6798,679.8,664.8,1.66E-07,6.94E-07,4.32E-07,1.91E-06
0.6799,679.9,664.9,1.80E-07,6.93E-07,4.38E-07,1.92E-06
0.68,680,665,1.93E-07,6.88E-07,4.42E-07,1.92E-06
0.6801,680.1,665.1,2.07E-07,6.87E-07,4.49E-07,1.93E-06
0.6802,680.2,665.2,2.26E-07,6.96E-07,4.63E-07,1.94E-06
0.6803,680.3,665.3,2.33E-07,7.14E-07,4.75E-07,1.95E-06
0.6804,680.4,665.4,2.41E-07,7.29E-07,4.86E-07,1.96E-06
0.6805,680.5,665.5,2.61E-07,7.41E-07,5.03E-07,1.98E-06
0.6806,680.6,665.6,3.04E-07,7.49E-07,5.28E-07,2.01E-06
0.6807,680.7,665.7,3.38E-07,7.57E-07,5.49E-07,2.03E-06
0.6808,680.8,665.8,3.58E-07,7.63E-07,5.61E-07,2.04E-06
0.6809,680.9,665.9,3.68E-07,7.65E-07,5.68E-07,2.05E-06
0.681,681,666,3.89E-07,7.71E-07,5.81E-07,2.06E-06
0.6811,681.1,666.1,4.06E-07,7.75E-07,5.92E-07,2.07E-06
0.6812,681.2,666.2,4.11E-07,7.88E-07,6.01E-07,2.08E-06
0.6813,681.3,666.3,4.09E-07,8.02E-07,6.06E-07,2.08E-06
0.6814,681.4,666.4,4.11E-07,8.22E-07,6.18E-07,2.10E-06
0.6815,681.5,666.5,4.10E-07,8.27E-07,6.19E-07,2.10E-06
0.6816,681.6,666.6,3.95E-07,8.29E-07,6.14E-07,2.09E-06
0.6817,681.7,666.7,3.79E-07,8.33E-07,6.08E-07,2.09E-06
0.6818,681.8,666.8,3.65E-07,8.38E-07,6.03E-07,2.08E-06
0.6819,681.9,666.9,3.47E-07,8.42E-07,5.96E-07,2.07E-06
0.682,682,667,3.18E-07,8.44E-07,5.83E-07,2.06E-06
0.6821,682.1,667.1,2.90E-07,8.44E-07,5.69E-07,2.05E-06
0.6822,682.2,667.2,2.67E-07,8.37E-07,5.53E-07,2.03E-06
0.6823,682.3,667.3,2.55E-07,8.32E-07,5.45E-07,2.02E-06
0.6824,682.4,667.4,2.41E-07,8.42E-07,5.43E-07,2.02E-06
0.6825,682.5,667.5,2.20E-07,8.49E-07,5.36E-07,2.01E-06
0.6826,682.6,667.6,1.94E-07,8.48E-07,5.23E-07,2.00E-06
0.6827,682.7,667.7,1.74E-07,8.40E-07,5.09E-07,1.99E-06
0.6828,682.8,667.8,1.55E-07,8.42E-07,5.00E-07,1.98E-06
0.6829,682.9,667.9,1.15E-07,8.51E-07,4.85E-07,1.96E-06
0.683,683,668,6.86E-08,8.61E-07,4.67E-07,1.94E-06
0.6831,683.1,668.1,2.75E-08,8.59E-07,4.46E-07,1.92E-06
0.6832,683.2,668.2,4.56E-09,8.48E-07,4.29E-07,1.91E-06
0.6833,683.3,668.3,-1.59E-08,8.26E-07,4.08E-07,1.89E-06
0.6834,683.4,668.4,-3.51E-08,8.09E-07,3.89E-07,1.87E-06
0.6835,683.5,668.5,-4.58E-08,7.87E-07,3.73E-07,1.85E-06
0.6836,683.6,668.6,-5.59E-08,7.65E-07,3.57E-07,1.83E-06
0.6837,683.7,668.7,-6.48E-08,7.39E-07,3.40E-07,1.82E-06
0.6838,683.8,668.8,-7.21E-08,7.15E-07,3.24E-07,1.80E-06
